video_name,frame,actor_track_id,xml_track_id,position,team_side,action,xtl,ytl,xbr,ybr,w,h,source
BootPass_23,0,0,0,Position_Unknown,Team_Unknown,Action_PreSnap,952.38,578.63,1062.58,712.45,110.19999999999993,133.82000000000005,xml_geometry_csv_action
BootPass_23,0,1,1,Position_Unknown,Team_Unknown,Action_PreSnap,1190.48,612.66,1301.36,753.25,110.87999999999988,140.59000000000003,xml_geometry_csv_action
BootPass_23,0,10,10,Position_Unknown,Team_Unknown,Action_PreSnap,327.51,367.96,391.44,490.43,63.93000000000001,122.47000000000003,xml_geometry_csv_action
BootPass_23,0,11,11,Position_Unknown,Team_Unknown,Action_PreSnap,946.17,560.29,1054.51,648.0,108.34000000000003,87.71000000000004,xml_geometry_csv_action
BootPass_23,0,12,12,Position_Unknown,Team_Unknown,Action_PreSnap,1614.17,445.2,1671.25,577.33,57.07999999999993,132.13000000000005,xml_geometry_csv_action
BootPass_23,0,13,13,Position_Unknown,Team_Unknown,Action_PreSnap,908.09,496.88,1005.96,587.3,97.87,90.41999999999996,xml_geometry_csv_action
BootPass_23,0,14,14,Position_Unknown,Team_Unknown,Action_PreSnap,432.99,571.87,504.02,727.43,71.02999999999997,155.55999999999995,xml_geometry_csv_action
BootPass_23,0,15,15,Position_Unknown,Team_Unknown,Action_PreSnap,571.05,237.6,623.8,345.84,52.75,108.23999999999998,xml_geometry_csv_action
BootPass_23,0,16,16,Position_Unknown,Team_Unknown,Action_PreSnap,1128.12,540.33,1212.22,657.9,84.10000000000014,117.56999999999994,xml_geometry_csv_action
BootPass_23,0,17,17,Position_Unknown,Team_Unknown,Action_PreSnap,1047.26,473.65,1130.76,529.5,83.5,55.85000000000002,xml_geometry_csv_action
BootPass_23,0,18,18,Position_Unknown,Team_Unknown,Action_PreSnap,1046.33,504.39,1121.54,590.86,75.21000000000004,86.47000000000003,xml_geometry_csv_action
BootPass_23,0,19,19,Position_Unknown,Team_Unknown,Action_PreSnap,1002.78,420.32,1089.25,504.33,86.47000000000003,84.00999999999999,xml_geometry_csv_action
BootPass_23,0,2,2,Position_Unknown,Team_Unknown,Action_PreSnap,1353.03,441.84,1420.37,590.34,67.33999999999992,148.50000000000006,xml_geometry_csv_action
BootPass_23,0,20,20,Position_Unknown,Team_Unknown,Action_PreSnap,1084.33,533.71,1153.77,633.41,69.44000000000005,99.69999999999993,xml_geometry_csv_action
BootPass_23,0,21,21,Position_Unknown,Team_Unknown,Action_PreSnap,1035.08,444.21,1115.35,502.56,80.26999999999998,58.35000000000002,xml_geometry_csv_action
BootPass_23,0,3,3,Position_Unknown,Team_Unknown,Action_PreSnap,886.95,447.81,980.62,528.06,93.66999999999996,80.24999999999994,xml_geometry_csv_action
BootPass_23,0,4,4,Position_Unknown,Team_Unknown,Action_PreSnap,675.8,436.49,738.39,551.4,62.59000000000003,114.90999999999997,xml_geometry_csv_action
BootPass_23,0,5,5,Position_Unknown,Team_Unknown,Action_PreSnap,711.61,722.46,795.05,866.81,83.43999999999994,144.3499999999999,xml_geometry_csv_action
BootPass_23,0,6,6,Position_Unknown,Team_Unknown,Action_PreSnap,1120.35,355.73,1177.34,491.91,56.99000000000001,136.18,xml_geometry_csv_action
BootPass_23,0,7,7,Position_Unknown,Team_Unknown,Action_PreSnap,730.38,516.76,796.38,644.46,66.0,127.70000000000005,xml_geometry_csv_action
BootPass_23,0,8,8,Position_Unknown,Team_Unknown,Action_PreSnap,884.2,207.77,959.78,322.63,75.57999999999993,114.85999999999999,xml_geometry_csv_action
BootPass_23,0,9,9,Position_Unknown,Team_Unknown,Action_PreSnap,783.71,362.26,853.24,473.83,69.52999999999997,111.57,xml_geometry_csv_action
BootPass_23,1,0,0,Position_Unknown,Team_Unknown,Action_PreSnap,952.06,578.5,1062.39,712.36,110.33000000000015,133.86,xml_geometry_csv_action
BootPass_23,1,1,1,Position_Unknown,Team_Unknown,Action_PreSnap,1190.24,612.59,1301.08,753.22,110.83999999999992,140.63,xml_geometry_csv_action
BootPass_23,1,10,10,Position_Unknown,Team_Unknown,Action_PreSnap,327.0,367.93,390.86,490.2,63.860000000000014,122.26999999999998,xml_geometry_csv_action
BootPass_23,1,11,11,Position_Unknown,Team_Unknown,Action_PreSnap,945.89,560.21,1054.13,647.92,108.24000000000012,87.70999999999992,xml_geometry_csv_action
BootPass_23,1,12,12,Position_Unknown,Team_Unknown,Action_PreSnap,1613.56,445.09,1670.39,577.9,56.830000000000155,132.81,xml_geometry_csv_action
BootPass_23,1,13,13,Position_Unknown,Team_Unknown,Action_PreSnap,907.7,497.0,1005.71,587.17,98.00999999999999,90.16999999999996,xml_geometry_csv_action
BootPass_23,1,14,14,Position_Unknown,Team_Unknown,Action_PreSnap,431.94,571.46,501.91,726.98,69.97000000000003,155.51999999999998,xml_geometry_csv_action
BootPass_23,1,15,15,Position_Unknown,Team_Unknown,Action_PreSnap,570.7,237.99,623.1,345.77,52.39999999999998,107.77999999999997,xml_geometry_csv_action
