video_name,frame,actor_track_id,xml_track_id,position,team_side,action,xtl,ytl,xbr,ybr,w,h,source
Counter_1,0,1,0,Position_Unknown,Team_Unknown,Action_PreSnap,945.34,819.43,1019.16,944.34,73.81999999999994,124.91000000000008,xml_geometry_csv_action
Counter_1,0,2,1,Position_Unknown,Team_Unknown,Action_PreSnap,986.95,546.09,1047.64,670.71,60.690000000000055,124.62,xml_geometry_csv_action
Counter_1,0,11,10,Position_Unknown,Team_Unknown,Action_PreSnap,1072.19,473.02,1147.72,545.19,75.52999999999997,72.17000000000007,xml_geometry_csv_action
Counter_1,0,12,11,Position_Unknown,Team_Unknown,Action_PreSnap,1366.64,490.67,1424.01,598.14,57.36999999999989,107.46999999999997,xml_geometry_csv_action
Counter_1,0,13,12,Position_Unknown,Team_Unknown,Action_PreSnap,954.7,354.17,1048.93,430.4,94.23000000000002,76.22999999999996,xml_geometry_csv_action
Counter_1,0,14,13,Position_Unknown,Team_Unknown,Action_PreSnap,353.7,277.21,400.62,395.46,46.920000000000016,118.25,xml_geometry_csv_action
Counter_1,0,15,14,Position_Unknown,Team_Unknown,Action_PreSnap,1108.9,505.65,1181.63,589.58,72.73000000000002,83.93000000000006,xml_geometry_csv_action
Counter_1,0,16,15,Position_Unknown,Team_Unknown,Action_PreSnap,1326.18,425.16,1388.11,549.76,61.929999999999836,124.59999999999997,xml_geometry_csv_action
Counter_1,0,17,16,Position_Unknown,Team_Unknown,Action_PreSnap,832.06,364.11,876.42,470.17,44.360000000000014,106.06,xml_geometry_csv_action
Counter_1,0,18,17,Position_Unknown,Team_Unknown,Action_PreSnap,1091.96,434.01,1169.14,500.12,77.18000000000006,66.11000000000001,xml_geometry_csv_action
Counter_1,0,19,18,Position_Unknown,Team_Unknown,Action_PreSnap,962.76,433.41,1036.15,521.82,73.3900000000001,88.41000000000003,xml_geometry_csv_action
Counter_1,0,20,19,Position_Unknown,Team_Unknown,Action_PreSnap,974.1,506.31,1052.92,583.37,78.82000000000005,77.06,xml_geometry_csv_action
Counter_1,0,3,2,Position_Unknown,Team_Unknown,Action_PreSnap,1209.5,831.28,1303.72,954.75,94.22000000000003,123.47000000000003,xml_geometry_csv_action
Counter_1,0,21,20,Position_Unknown,Team_Unknown,Action_PreSnap,1103.83,377.1,1178.22,451.17,74.3900000000001,74.07,xml_geometry_csv_action
Counter_1,0,22,21,Position_Unknown,Team_Unknown,Action_PreSnap,796.12,134.85,844.12,237.06,48.0,102.21000000000001,xml_geometry_csv_action
Counter_1,0,4,3,Position_Unknown,Team_Unknown,Action_PreSnap,870.22,562.12,925.43,688.64,55.20999999999992,126.51999999999998,xml_geometry_csv_action
Counter_1,0,5,4,Position_Unknown,Team_Unknown,Action_PreSnap,1200.99,578.35,1274.54,670.67,73.54999999999995,92.31999999999994,xml_geometry_csv_action
Counter_1,0,6,5,Position_Unknown,Team_Unknown,Action_PreSnap,1225.15,701.13,1307.94,824.37,82.78999999999996,123.24000000000001,xml_geometry_csv_action
Counter_1,0,7,6,Position_Unknown,Team_Unknown,Action_PreSnap,1133.09,535.29,1206.09,630.5,73.0,95.21000000000004,xml_geometry_csv_action
Counter_1,0,8,7,Position_Unknown,Team_Unknown,Action_PreSnap,394.65,536.99,448.27,658.86,53.620000000000005,121.87,xml_geometry_csv_action
