video_name,frame,actor_track_id,xml_track_id,position,team_side,action,xtl,ytl,xbr,ybr,w,h,source
BootPass_45,0,0,0,Position_Unknown,Team_Unknown,Action_PreSnap,835.02,458.55,959.92,562.68,124.89999999999998,104.12999999999994,xml_geometry_csv_action
BootPass_45,0,1,1,Position_Unknown,Team_Unknown,Action_PreSnap,1246.37,559.73,1353.55,699.72,107.18000000000006,139.99,xml_geometry_csv_action
BootPass_45,0,10,10,Position_Unknown,Team_Unknown,Action_PreSnap,757.49,581.35,828.96,722.67,71.47000000000003,141.31999999999994,xml_geometry_csv_action
BootPass_45,0,11,11,Position_Unknown,Team_Unknown,Action_PreSnap,1558.21,389.03,1635.89,535.04,77.68000000000006,146.01,xml_geometry_csv_action
BootPass_45,0,12,12,Position_Unknown,Team_Unknown,Action_PreSnap,921.23,336.88,1003.65,439.36,82.41999999999996,102.48000000000002,xml_geometry_csv_action
BootPass_45,0,13,13,Position_Unknown,Team_Unknown,Action_PreSnap,552.4,219.9,617.09,359.12,64.69000000000005,139.22,xml_geometry_csv_action
BootPass_45,0,14,14,Position_Unknown,Team_Unknown,Action_PreSnap,188.62,362.83,257.47,512.22,68.85000000000002,149.39000000000004,xml_geometry_csv_action
BootPass_45,0,15,15,Position_Unknown,Team_Unknown,Action_PreSnap,978.9,638.57,1051.96,793.07,73.06000000000006,154.5,xml_geometry_csv_action
BootPass_45,0,16,16,Position_Unknown,Team_Unknown,Action_PreSnap,998.4,476.56,1086.91,574.84,88.5100000000001,98.28000000000003,xml_geometry_csv_action
BootPass_45,0,17,17,Position_Unknown,Team_Unknown,Action_PreSnap,1070.49,499.31,1151.44,600.78,80.95000000000005,101.46999999999997,xml_geometry_csv_action
BootPass_45,0,18,18,Position_Unknown,Team_Unknown,Action_PreSnap,1105.45,557.66,1193.76,653.11,88.30999999999995,95.45000000000005,xml_geometry_csv_action
BootPass_45,0,19,19,Position_Unknown,Team_Unknown,Action_PreSnap,1066.96,443.27,1142.53,513.15,75.56999999999994,69.88,xml_geometry_csv_action
BootPass_45,0,2,2,Position_Unknown,Team_Unknown,Action_PreSnap,1160.47,603.34,1271.54,752.67,111.06999999999994,149.32999999999993,xml_geometry_csv_action
BootPass_45,0,20,20,Position_Unknown,Team_Unknown,Action_PreSnap,985.01,369.42,1069.61,443.81,84.59999999999991,74.38999999999999,xml_geometry_csv_action
BootPass_45,0,21,21,Position_Unknown,Team_Unknown,Action_PreSnap,987.26,428.17,1077.39,515.43,90.13000000000011,87.25999999999993,xml_geometry_csv_action
BootPass_45,0,3,3,Position_Unknown,Team_Unknown,Action_PreSnap,883.65,545.07,999.95,647.19,116.30000000000007,102.12,xml_geometry_csv_action
BootPass_45,0,4,4,Position_Unknown,Team_Unknown,Action_PreSnap,783.71,381.94,899.4,479.65,115.68999999999994,97.70999999999998,xml_geometry_csv_action
BootPass_45,0,5,5,Position_Unknown,Team_Unknown,Action_PreSnap,968.98,275.63,1043.55,380.3,74.56999999999994,104.67000000000002,xml_geometry_csv_action
BootPass_45,0,6,6,Position_Unknown,Team_Unknown,Action_PreSnap,596.56,369.44,674.08,508.75,77.5200000000001,139.31,xml_geometry_csv_action
BootPass_45,0,7,7,Position_Unknown,Team_Unknown,Action_PreSnap,939.55,628.45,1062.62,723.4,123.06999999999994,94.94999999999993,xml_geometry_csv_action
BootPass_45,0,8,8,Position_Unknown,Team_Unknown,Action_PreSnap,722.55,472.26,793.85,622.04,71.30000000000007,149.77999999999997,xml_geometry_csv_action
BootPass_45,0,9,9,Position_Unknown,Team_Unknown,Action_PreSnap,460.46,599.96,547.38,756.92,86.92000000000002,156.95999999999992,xml_geometry_csv_action
