video_name,frame,actor_track_id,xml_track_id,position,team_side,action,xtl,ytl,xbr,ybr,w,h,source
JetSweep_1,0,2,0,FS,defense,Action_Defense_NotAnnotated,82.69,96.96,161.22,304.26,78.53,207.3,xml_geometry_csv_action
JetSweep_1,0,3,1,LG,offense,Action_PreSnap,577.89,621.19,696.3,793.18,118.40999999999997,171.9899999999999,xml_geometry_csv_action
JetSweep_1,0,12,10,H-BACK,offense,Action_PreSnap,1301.18,701.06,1431.13,899.33,129.95000000000005,198.2700000000001,xml_geometry_csv_action
JetSweep_1,0,13,11,LDE,defense,Action_Defense_NotAnnotated,445.13,552.97,554.1,686.83,108.97000000000003,133.86,xml_geometry_csv_action
JetSweep_1,0,14,12,QB,offense,Action_PreSnap,945.17,621.63,1043.06,795.99,97.88999999999999,174.36,xml_geometry_csv_action
JetSweep_1,0,4,2,WLB,offense,Action_PreSnap,660.65,328.89,757.74,547.0,97.09000000000003,218.11,xml_geometry_csv_action
JetSweep_1,0,29,27,LT,offense,Action_PreSnap,1274.66,622.15,1417.68,783.04,143.01999999999998,160.89,xml_geometry_csv_action
JetSweep_1,0,31,29,DT-0,defense,Action_Defense_NotAnnotated,913.2,539.53,1043.13,649.33,129.93000000000006,109.80000000000007,xml_geometry_csv_action
JetSweep_1,0,5,3,C,offense,Action_PreSnap,748.41,594.16,874.48,755.22,126.07000000000005,161.06000000000006,xml_geometry_csv_action
JetSweep_1,0,32,30,DT-3,defense,Action_Defense_NotAnnotated,1155.34,535.88,1253.67,659.35,98.33000000000015,123.47000000000003,xml_geometry_csv_action
JetSweep_1,0,6,4,MLB,defense,Action_Defense_NotAnnotated,1279.35,395.23,1394.6,563.8,115.25,168.56999999999994,xml_geometry_csv_action
JetSweep_1,0,7,5,SS,defense,Action_Defense_NotAnnotated,1431.28,98.34,1514.77,270.8,83.49000000000001,172.46,xml_geometry_csv_action
JetSweep_1,0,8,6,RT,offense,Action_PreSnap,1112.47,610.11,1218.99,810.66,106.51999999999998,200.54999999999995,xml_geometry_csv_action
JetSweep_1,0,9,7,QB,offense,Action_PreSnap,800.91,743.35,899.12,979.78,98.21000000000004,236.42999999999995,xml_geometry_csv_action
JetSweep_1,0,10,8,RDE,defense,Action_Defense_NotAnnotated,1372.45,542.47,1479.32,689.21,106.86999999999989,146.74,xml_geometry_csv_action
JetSweep_1,0,11,9,TE-Y,offense,Action_PreSnap,433.9,633.38,533.75,799.92,99.85000000000002,166.53999999999996,xml_geometry_csv_action
JetSweep_1,1,2,0,FS,defense,Action_Defense_NotAnnotated,86.09,98.84,164.07,307.84,77.97999999999999,208.99999999999997,xml_geometry_csv_action
JetSweep_1,1,3,1,LG,offense,Action_PreSnap,577.77,625.17,696.4,797.56,118.63,172.39,xml_geometry_csv_action
JetSweep_1,1,12,10,H-BACK,offense,Action_PreSnap,1301.38,700.33,1431.36,899.74,129.9799999999998,199.40999999999997,xml_geometry_csv_action
JetSweep_1,1,13,11,LDE,defense,Action_Defense_NotAnnotated,443.67,553.17,554.09,688.51,110.42000000000002,135.34000000000003,xml_geometry_csv_action
JetSweep_1,1,14,12,QB,offense,Action_PreSnap,944.88,620.47,1043.28,795.83,98.39999999999998,175.36,xml_geometry_csv_action
JetSweep_1,1,4,2,WLB,offense,Action_PreSnap,661.03,329.05,758.47,546.72,97.44000000000005,217.67000000000002,xml_geometry_csv_action
JetSweep_1,1,29,27,LT,offense,Action_PreSnap,1274.81,621.84,1417.83,783.0,143.01999999999998,161.15999999999997,xml_geometry_csv_action
JetSweep_1,1,31,29,DT-0,defense,Action_Defense_NotAnnotated,912.29,539.05,1042.79,649.25,130.5,110.20000000000005,xml_geometry_csv_action
JetSweep_1,1,5,3,C,offense,Action_PreSnap,748.47,594.09,874.64,755.07,126.16999999999996,160.98000000000002,xml_geometry_csv_action
JetSweep_1,1,32,30,DT-3,defense,Action_Defense_NotAnnotated,1155.46,534.15,1254.64,664.04,99.18000000000006,129.89,xml_geometry_csv_action
JetSweep_1,1,6,4,MLB,defense,Action_Defense_NotAnnotated,1279.29,395.41,1395.43,562.71,116.1400000000001,167.3,xml_geometry_csv_action
JetSweep_1,1,7,5,SS,defense,Action_Defense_NotAnnotated,1430.97,98.15,1515.14,271.36,84.17000000000007,173.21,xml_geometry_csv_action
JetSweep_1,1,8,6,RT,offense,Action_PreSnap,1111.81,609.49,1218.62,810.58,106.80999999999995,201.09000000000003,xml_geometry_csv_action
JetSweep_1,1,9,7,QB,offense,Action_PreSnap,800.39,743.48,899.08,980.01,98.69000000000005,236.52999999999997,xml_geometry_csv_action
JetSweep_1,1,10,8,RDE,defense,Action_Defense_NotAnnotated,1373.05,542.68,1481.22,687.9,108.17000000000007,145.22000000000003,xml_geometry_csv_action
JetSweep_1,1,11,9,TE-Y,offense,Action_PreSnap,433.16,633.44,533.27,800.28,100.10999999999996,166.83999999999992,xml_geometry_csv_action
JetSweep_1,2,2,0,FS,defense,Action_Defense_NotAnnotated,88.82,102.05,166.82,312.03,78.0,209.97999999999996,xml_geometry_csv_action
JetSweep_1,2,3,1,LG,offense,Action_PreSnap,577.88,624.96,696.36,797.69,118.48000000000002,172.73000000000002,xml_geometry_csv_action
JetSweep_1,2,12,10,H-BACK,offense,Action_PreSnap,1301.29,699.18,1431.63,899.89,130.34000000000015,200.71000000000004,xml_geometry_csv_action
JetSweep_1,2,13,11,LDE,defense,Action_Defense_NotAnnotated,443.31,553.13,554.05,688.89,110.73999999999995,135.76,xml_geometry_csv_action
