1,0,206.68,362.25,120.7,268.42,1,1,0.90901
1,1,322.68,411.66,177.27,293.62,1,1,0.90747
1,2,625.03,431.31,161.42,198.3,1,1,0.89773
1,3,506.73,336.77,137.56,215.02,1,1,0.89084
1,4,1522.99,267.23,132.73,202.89,1,1,0.88849
1,5,1477.78,360.11,143.1,310.31,1,1,0.88767
1,6,1756.0,423.24,163.0,320.5,1,1,0.88578
1,7,758.17,376.9,136.44,182.07,1,1,0.88454
1,8,985.31,489.74,139.45,330.79,1,1,0.87396
1,9,1420.03,307.36,103.86,281.86,1,1,0.86945
1,10,1184.98,364.38,166.57,196.05,1,1,0.86897
1,11,365.16,335.6,135.46,199.31,1,1,0.83145
1,12,953.78,380.14,146.21,178.43,1,1,0.80638
1,13,981.63,419.18,133.27,128.1,1,1,0.69406
2,0,206.16,364.34,119.96,267.22,1,1,0.90223
2,1,319.7,412.8,176.6,295.04,1,1,0.90525
2,2,622.21,431.91,161.08,199.77,1,1,0.89486
2,3,503.72,337.78,138.03,215.26,1,1,0.88656
2,4,1520.25,268.36,133.36,203.69,1,1,0.89478
2,5,1473.67,361.76,143.25,311.26,1,1,0.89288
2,6,1756.1,426.62,162.56,312.97,1,1,0.87444
2,7,752.17,377.25,138.98,182.67,1,1,0.88477
2,8,983.83,490.66,139.76,329.32,1,1,0.86899
2,9,1416.22,308.22,106.26,282.6,1,1,0.87438
2,10,1181.46,365.49,162.51,195.44,1,1,0.85543
2,11,362.69,336.51,132.19,197.3,1,1,0.82386
2,12,950.17,379.74,139.33,181.35,1,1,0.80565
2,13,982.11,420.43,130.29,128.46,1,1,0.72948
3,0,205.82,367.2,119.25,265.83,1,1,0.90157
3,1,315.07,414.47,176.29,295.5,1,1,0.90464
3,2,618.8,432.73,160.81,200.25,1,1,0.89292
3,3,500.06,338.91,139.15,215.34,1,1,0.88467
3,4,1517.33,269.76,132.35,204.33,1,1,0.87936
3,5,1469.25,363.16,144.43,312.33,1,1,0.89385
3,6,1750.05,428.49,168.33,314.05,1,1,0.86796
3,7,747.49,377.46,141.05,183.94,1,1,0.88425
3,8,979.8,491.12,139.35,328.74,1,1,0.86707
3,9,1412.44,309.46,105.24,283.34,1,1,0.87687
3,10,1177.6,367.01,158.43,195.59,1,1,0.85053
3,11,359.75,337.47,129.23,199.6,1,1,0.82265
3,12,945.81,380.83,140.19,183.43,1,1,0.80481
3,13,982.42,419.61,126.7,132.55,1,1,0.74442
4,0,205.19,369.94,119.63,263.48,1,1,0.90012
4,1,312.39,415.72,172.72,295.89,1,1,0.90126
4,2,616.02,433.74,160.82,200.37,1,1,0.88948
4,3,497.59,339.18,139.97,216.63,1,1,0.88345
4,4,1515.34,270.6,132.05,207.13,1,1,0.87479
4,5,1466.98,365.19,144.24,312.28,1,1,0.89489
4,6,1779.5,430.05,139.21,303.33,1,1,0.78738
4,7,745.29,378.35,140.91,184.77,1,1,0.88276
4,8,977.99,491.19,137.8,328.19,1,1,0.87183
4,9,1410.28,310.95,105.23,282.33,1,1,0.8741
4,10,1175.04,367.87,156.42,195.0,1,1,0.8555
4,11,356.51,338.38,127.93,198.5,1,1,0.8132
4,12,941.71,382.0,136.88,184.95,1,1,0.80364
4,13,984.52,420.31,122.71,134.21,1,1,0.7723
5,0,203.58,371.55,120.29,263.44,1,1,0.90205
5,1,309.98,417.75,169.5,296.04,1,1,0.90082
5,2,614.54,434.54,159.87,200.59,1,1,0.89115
5,3,496.65,339.75,138.35,217.98,1,1,0.88151
5,4,1512.77,271.6,131.8,208.84,1,1,0.87866
5,5,1462.79,367.74,145.66,310.3,1,1,0.89194
5,6,1801.32,431.76,117.48,294.8,1,1,0.89123
5,7,743.26,379.31,140.2,185.09,1,1,0.88192
5,8,977.46,491.57,135.73,327.97,1,1,0.87778
5,9,1407.69,312.27,106.94,282.02,1,1,0.86697
5,10,1171.75,369.08,156.06,196.13,1,1,0.85412
5,11,352.74,339.53,130.22,196.49,1,1,0.81722
5,12,938.51,383.77,137.06,185.49,1,1,0.79916
5,13,984.97,423.02,118.59,134.15,1,1,0.76326
6,0,202.18,372.09,120.38,262.3,1,1,0.90328
6,1,308.08,417.94,167.23,296.92,1,1,0.89933
6,2,612.43,434.61,160.62,200.73,1,1,0.89093
6,3,495.84,339.75,137.19,217.82,1,1,0.88239
6,4,1510.3,271.64,132.5,208.64,1,1,0.88561
6,5,1457.57,368.82,148.82,308.65,1,1,0.89378
6,6,1805.55,431.85,113.4,290.68,1,1,0.89016
6,7,741.09,379.22,139.99,185.33,1,1,0.88282
6,8,977.22,490.84,134.21,327.63,1,1,0.87689
6,9,1404.75,312.39,108.6,281.56,1,1,0.86375
6,10,1170.28,369.11,157.48,197.14,1,1,0.86674
6,11,349.65,339.7,131.31,195.59,1,1,0.81613
6,12,935.57,384.5,135.72,185.35,1,1,0.7918
6,13,983.68,421.3,118.02,138.81,1,1,0.74963
7,0,198.76,373.9,119.93,261.77,1,1,0.90237
7,1,303.61,421.31,168.25,295.67,1,1,0.90017
7,2,608.89,436.4,159.73,200.41,1,1,0.89222
7,3,488.25,341.0,140.62,217.38,1,1,0.88967
7,4,1505.73,273.38,133.24,206.69,1,1,0.89231
7,5,1444.1,372.08,157.61,308.4,1,1,0.89962
7,6,1801.99,434.08,116.54,289.49,1,1,0.87401
7,7,738.58,379.99,138.74,186.05,1,1,0.88807
7,8,975.34,491.76,133.07,326.8,1,1,0.87976
7,9,1398.49,313.68,110.25,281.12,1,1,0.8618
7,10,1166.37,370.34,160.49,198.08,1,1,0.88368
7,11,343.83,340.96,132.48,192.05,1,1,0.83128
7,12,930.31,386.65,140.43,185.44,1,1,0.8043
7,13,978.76,419.19,118.73,149.11,1,1,0.73545
8,0,198.93,374.22,119.79,261.47,1,1,0.9019
8,1,303.43,422.1,168.54,295.17,1,1,0.89973
8,2,608.95,436.61,159.5,200.38,1,1,0.89197
