1,0,764.8,754.42,100.94,149.98,1,1,0.90665
1,1,490.1,234.95,93.5,104.65,1,1,0.8957
1,2,1343.75,738.0,80.83,123.65,1,1,0.88845
1,3,277.5,403.43,63.07,115.95,1,1,0.87856
1,4,451.24,377.94,59.29,132.75,1,1,0.87563
1,5,1008.54,204.92,49.39,114.4,1,1,0.87461
1,6,833.05,470.96,64.09,129.1,1,1,0.87151
1,7,632.09,488.89,77.05,93.85,1,1,0.87097
1,8,807.67,283.4,64.62,99.9,1,1,0.86957
1,9,934.78,350.87,50.09,118.0,1,1,0.86883
1,10,969.75,386.55,51.38,120.41,1,1,0.86688
1,11,1300.68,304.32,48.35,121.83,1,1,0.86569
1,12,775.71,370.71,71.45,83.59,1,1,0.84643
1,13,628.01,355.79,76.88,80.49,1,1,0.84511
1,14,674.62,385.0,72.6,66.58,1,1,0.83818
1,15,676.39,446.41,72.83,90.08,1,1,0.83615
1,16,770.85,290.78,55.81,95.16,1,1,0.81425
1,17,700.26,401.78,74.06,80.87,1,1,0.8066
1,18,800.96,440.74,74.55,78.64,1,1,0.80154
1,19,633.12,334.93,81.49,64.46,1,1,0.76704
2,0,764.81,754.29,101.12,150.22,1,1,0.90725
2,1,490.31,235.01,93.33,104.43,1,1,0.89632
2,2,1343.61,737.74,81.17,123.85,1,1,0.88913
2,3,277.47,403.36,63.11,115.96,1,1,0.87961
2,4,451.29,377.7,59.15,132.93,1,1,0.87555
2,5,1008.26,204.94,49.51,114.12,1,1,0.87447
2,6,832.74,470.98,64.52,129.29,1,1,0.87218
2,7,632.02,488.94,77.24,93.7,1,1,0.87077
2,8,808.06,283.96,64.05,99.26,1,1,0.8706
2,9,934.91,350.87,50.02,117.84,1,1,0.86785
2,10,969.26,386.85,51.78,120.01,1,1,0.86614
2,11,1302.57,304.3,47.78,121.5,1,1,0.86287
2,12,775.56,370.9,71.35,83.08,1,1,0.84823
2,13,628.13,355.77,76.74,80.33,1,1,0.84511
2,14,674.74,384.75,72.66,66.66,1,1,0.83738
2,15,676.25,446.54,72.82,89.93,1,1,0.83623
2,16,770.47,291.62,56.54,93.97,1,1,0.81245
2,17,700.28,401.65,74.12,81.15,1,1,0.80629
2,18,800.73,440.42,75.04,77.27,1,1,0.79917
2,19,633.14,334.68,81.57,64.41,1,1,0.76884
3,0,764.71,754.25,101.25,150.27,1,1,0.9072
3,1,490.38,235.08,93.24,104.26,1,1,0.89593
3,2,1343.68,737.6,81.17,123.81,1,1,0.88907
3,3,277.52,403.32,63.09,115.92,1,1,0.87926
3,4,451.54,377.67,58.99,132.92,1,1,0.87594
3,5,1008.34,204.93,49.53,114.07,1,1,0.87497
3,6,832.53,472.44,64.99,127.74,1,1,0.87252
3,7,631.88,489.04,77.22,93.53,1,1,0.87044
3,8,808.65,284.57,63.3,98.63,1,1,0.87158
3,9,934.98,350.73,49.87,117.64,1,1,0.86975
3,10,969.37,387.87,51.7,118.82,1,1,0.8688
3,11,1304.42,304.09,47.05,121.75,1,1,0.86217
3,12,775.38,371.33,71.87,82.59,1,1,0.85098
3,13,628.2,355.9,76.44,80.01,1,1,0.84342
