Video Name:,PinAndPull,,,,,,,,,,
Video #,Positions & Player Track ID,,,,,,,,,,
1,"QB,1","RB,5","WR1,2","WR2,21","WR3,4","LT,9","LG,10","C,22","RG,13","RT,12","TE,3"
1,"DE1,16","DT,19","DE2,14","OLB1,20","OLB2,18","LB,11","CB1,15","CB2,7","CB3,3","CB4,6","SAF,17"
2,"QB,7","RB,11","WR1,2","WR2,9","WR3,[?]","LT,17","LG,15","C,16","RG,10","RT,19","TE,18"
2,"DE1,8","DT1,14","DT2,4","DE2,6","OLB,[?]","LB,2","CB1,1","CB2,3","CB3,5","SAF1,18","SAF2,20"
3,"QB,6","RB,1","WR,5","LT,14","LG,7","C,8","RG,9","RT,4","TE,2",,
3,"DE1,17","DT1,11","DT2,16","DE2,13","LB1,12","LB2,3","SAF,10","CB1,18","CB2,15",,
4,"QB,10","RB,8","WR1,5","WR2,3","WR3,1","LT,[?]","LG,[?]","C,17","RG,18","RT,13","TE,[?]"
4,"DE1,7","DT1,19","DT2,16","DE2,9","LB1,11","LB2,14","SAF,12","CB1,6","CB2,4","CB3,2","SAF,15"
5,"QB,11","RB,10","WR1,13","WR2,1","WR3,3","LT,18","LG,[?]","C,6","RG,21","RT,17","TE,14"
5,"DE1,15","DT,[?]","DE2,5","LB1,7","LB2,8","SAF,16","CB1,20","CB2,19","CB3,2","SAF,9",
6,"QB,9","RB,12","WR,13","LT,3","LG,8","C,11","RG,14","RT,7","TE,4",,
6,"DE1,10","DT,15","DE2,5","LB1,4","LB2,6","SAF,1","SAF,2",,,,
7,"QB,11","RB,4","LT,2","LG,9","C,15","RG,8","RT,7","TE1,3","TE2,0",,
7,"DE1,12","DT,13","DE2,14","LB1,1","LB2,5","SAF,6",,,,,
8,"QB,15","RB,17","WR1,4","WR2,1","WR3,3","LT,2","LG,18","C,14","RG,19","RT,[?]",
8,"DE1,13","DT1,16","DT2,12","DE2,11","LB1,10","LB2,9","SAF,8","CB1,5","CB2,6","CB3,2","SAF,7"
9,"QB,16","RB,7","WR1,6","WR2,1","WR3,4","LT,26","LG,19","C,10","RG,21","RT,22",
9,"DE1,2","DT1,11","DT2,8","DE2,13","LB1,17","LB2,14","SAF,15","CB1,2","CB2,5","CB3,3","SAF,18"
10,"QB,3","RB,8","LT,7","LG,13","C,14","RG,4","RT,2","TE,6",,,
10,"DE1,15","DT1,9","DT2,12","DE2,11","LB1,5","LB2,1","SAF,16","SAF,10",,,
11,"QB,7","RB,4","LT,9","LG,6","C,11","RG,5","RT,2","TE,3",,,
11,"DE1,10","DT1,3","DT2,13","DT3,14","DE2,12","LB,1","SAF,15",,,,
