Video Name:,QuickScreens,,,,,,,,,,,
Video #,Positions & Player Track ID,,,,,,,,,,,
1,"QB,21","RB,10","WR1,7","WR2,0","WR3,4","LT,18","LG,11","C,8","RG,1","RT,14","TE,20",
1,"DE1,15","DT,5","DE2,3","LB1,12","LB2,16","CB1,19","CB2,17","CB3,2","CB4,6","SAF1,9","SAF2,13",
2,"QB,6","RB,5","LT,4","LG,8","C,3",,,,,,,
2,"DE1,2","DT,7","DE2,1","LB,0",,,,,,,,
3,"QB,17","RB,21","WR1,1","WR2,4","WR3,6","LT,8","LG,14","C,16","RG,19","RT,20","TE,18",
3,"DE1,3","DT1,10","DT2,11","DE2,0","LB1,12","LB2,9","CB1,5","CB2,18","CB3,13","SAF1,2","SAF2,7",
5,"QB,9","RB,8","WR1,0","WR2,1","LT,13","LG,10","C,19","RG,21","RT,5","TE1,9","TE2,20",
5,"DE1,18","DT1,3","DT2,2","DE2,4","LB1,17","LB2,12","CB1,11","CB2,16","CB3,7","SAF1,14","SAF2,15",
7,"QB,11","RB,1","WR1,15","WR2,3","WR3,5","WR4,0","LT,21","LG,20","C,17","RG,19","RT,9",
7,"DE1,7","DT1,14","DT2,8","DE2,6","LB1,4","LB2,12","CB1,10","CB2,18","CB3,2","SAF1,16","SAF2,13",
9,"QB,15","RB,15","WR1,0","WR2,1","LT,16","LG,19","C,20","RG,18","RT,21","TE1,7","TE2,17",
9,"DE1,12","DT1,5","DT2,11","DE2,14","OLB1,2","OLB2,4","LB,8","CB1,9","CB2,3","SAF,6",,
11,"QB,13","RB,16","WR1,1","WR2,0","WR3,6","WR4,7","LT,9","LG,18","C,20","RG,17","RT,19",
11,"DE1,4","DT1,12","DT2,10","DE2,2","LB1,21","LB2,11","CB1,5","CB2,8","CB3,14","CB4,15","CB5,3",
13,"QB,17","RB1,2","RB2,11","WR1,1","WR2,0","LT,15","LG,19","C,9","RG,18","RT,13","TE,12",
13,"DE1,17","DT1,20","DT2,7","DT3,8","DE2,16","LB1,6","LB2,10","CB1,3","CB2,5","SAF1,7","SAF2,4",
15,"QB,18","WR1,17","WR2,14","WR3,0","WR4,2","WR5,4","LT,20","LG,15","C,11","RG,21","RT,7",
15,"DE1,5","DT1,6","DT2,9","DE2,3","LB1,12","LB2,1","CB1,19","CB2,10","CB3,8","SAF1,16","SAF2,13",
17,"QB,15","RB,12","WR1,13","WR2,0","WR3,6","LT,14","LG,18","C,4","RG,19","RT,20","TE,3",
17,"DE1,10","DT,17","DE2,11","OLB1,21","OLB2,4","LB1,16","LB2,9","LB3,8","CB1,5","CB2,2","SAF,7",
19,"QB,17","RB1,3","RB2,5","WR,0","LT,14","LG,15","C,10","RG,18","RT,15","TE1,4","TE2,19",
19,"DE1,7","DT,8","DE2,12","OLB1,1","OLB2,20","LB1,21","LB2,16","SAF,6","CB1,2","CB2,9","SAF,4",
21,"QB,3","RB,9","WR1,1","WR2,0","LT,13","LG,19","C,20","RG,12","RT,[?]","TE1,18","TE2,6",
21,"DE1,2","DT1,16","DT2,17","DE2,14","LB1,15","LB2,10","CB1,5","CB2,8","CB3,11","SAF1,4","SAF2,7",
23,"QB,14","RB,6","WR1,0","WR2,19","WR3,9","LT,16","LG,21","C,20","RG,17","RT,15","TE,10",
23,"DE1,2","DT1,18","DT2,3","DE2,13","LB1,7","LB2,12","SAF,5","CB1,1","CB2,11","CB3,8","CB4,4",
25,"QB,14","RB,21","WR1,1","WR2,0","WR3,2","WR4,3","LT,5","LG,17","C,20","RG,19","RT,18",
25,"DE1,16","DT1,7","DT2,12","DE2,4","LB1,15","LB2,9","LB3,11","CB1,13","CB2,8","CB3,6","SAF,10",
27,"QB,19","RB,11","WR1,0","WR2,9","WR3,13","LT,6","LG,20","C,7","RG,15","RT,21","TE,4",
27,"DE1,1","DT1,5","DT2,18","DE2,10","LB1,8","LB2,17","CB1,2","CB2,7","CB3,16","SAF1,3","SAF2,14",
29,"QB,14","RB,9","WR1,16","WR2,5","WR3,10","WR4,0","LT,18","LG,19","C,[?]","RG,20","RT,8",
29,"DE1,17","DE2,7","LB1,11","LB2,3","CB1,15","CB2,4","CB3,6","CB4,2","SAF1,13","SAF2,12",,
31,"QB,11","RB,7","WR1,0","WR2,1","LT,15","LG,20","C,18","RG,16","RT,19","TE1,4","TE2,[?]",
31,"DE1,6","DT1,17","DT2,13","DE2,10","LB1,3","LB2,9","CB1,14","CB2,12","CB3,2","CB4,8","CB5,5",
33,"QB,13","RB,3","WR1,0","WR2,1","LT,9","LG,20","C,17","RG,18","RT,19","TE1,21","TE2,2",
33,"DE1,14","DT1,8","DT2,10","DE2,4","LB1,12","LB2,15","CB1,7","CB2,5","CB3,6","SAF1,16","SAF2,11",
35,"QB,12","RB,3","WR1,8","WR2,9","WR3,6","WR4,0","LT,16","LG,18","C,15","RG,[?]","RT,2",
35,"DE1,14","DT,17","DE2,[?]","LB1,5","LB2,10","LB3,13","CB1,1","CB2,4","CB3,11","CB4,2","SAF,7",
37,"QB,10","WR1,16","WR2,4","WR3,11","WR4,1","WR5,0","LT,17","LG,18","C,19","RG,21","RT,9",
37,"DE1,7","DT1,20","DT2,15","DE2,2","LB1,6","LB2,5","CB1,14","CB2,12","CB3,3","CB4,8","CB5,13",
