Video Name:,StopAndGo,,,,,,,,,,
Video #,Positions & Player Track ID,,,,,,,,,,
1,"QB,15","RB,21","WR1,12","WR2,2","WR3,0","LT,13","LG,20","C,18","RG,19","RT,16","TE,8"
1,"DE1,17","DT,7","DE2,11","OLB,4","LB1,10","LB2,9","CB1,14","CB2,3","CB3,1","SAF1,6","SAF2,5"
2,"QB,3","RB,1","LT,12","LG,5","C,8","RG,13","RT,7","TE,4",,,
2,"DE1,11","DT,10","DE2,9","OLB,6","LB1,0","LB2,2","SAF,14",,,,
3,"QB,14","RB,11","WR1,9","WR2,6","WR3,0","LT,18","LG,17","C,20","RG,24","RT,16","TE,17"
3,"DE1,13","DT1,2","DT2,10","DE2,1","LB1,7","LB2,3","SAF,8","CB1,12","CB2,4","SAF1,15","SAF2,5"
5,"QB,16","RB,17","WR1,3","WR2,1","WR3,4","WR4,0","LT,15","LG,20","C,19","RG,21","RT,11"
5,"DE1,6","DT,13","DE2,8","LB1,7","LB2,5","SAF,18","CB1,12","CB2,10","CB3,7","SAF1,2","SAF2,14"
7,"QB,13","RB,15","WR1,2","WR2,1","WR3,0","LT,11","LG,21","C,15","RG,17","RT,7","TE,8"
7,"DE1,14","DT,9","DE2,3","OLB,6","LB1,12","LB2,16","SAF,20","CB1,4","CB2,5","SAF1,10","SAF2,18"
8,"QB,5","RB,9","WR,3","LT,4","LG,0","C,6","RG,10","RT,2",,,
8,"DE1,7","DT1,8","DT2,13","DE2,11","LB1,1","LB2,12",,,,,
9,"QB,17","RB,15","WR1,4","WR2,1","LT,21","LG,20","C,16","RG,19","RT,12","TE1,11","TE2,18"
9,"DE1,14","DT,6","DE2,13","OLB,0","LB1,3","LB2,7","LB3,5","SAF,10","CB1,8","CB2,2","SAF,9"
10,"QB,1","RB,7","LT,15","LG,4","C,12","RG,0","RT,11","TE1,5","TE2,6",,
10,"DE1,7","DT,16","DE2,13","OLB,9","LB1,14","LB2,8","LB3,2","SAF,10","SAF,3",,
11,"QB,16","RB,12","WR1,8","WR2,1","WR3,0","LT,17","LG,20","C,15","RG,21","RT,7","TE,6"
11,"DE1,4","DT,13","DE2,5","OLB,3","LB1,14","LB2,19","LB3,9","CB1,11","CB2,10","CB3,2","SAF,18"
12,"QB,8","RB,5","LT,6","LG,10","C,9","RG,12","RT,7","TE,3",,,
12,"DE1,11","DT1,14","DT2,13","DE2,4","LB1,0","LB2,2","SAF,1","SAF,15",,,
13,"QB,13","RB,2","FB,3","WR1,0","WR2,7","LT,21","LG,20","C,17","RG,18","RT,15","TE,14"
13,"DE1,16","DT1,9","DT2,10","DE2,6","OLB,8","LB1,12","LB2,15","SAF,5","CB1,1","CB2,11","SAF,4"
14,"QB,16","RB,9","FB,15","LT,12","LG,10","C,14","RG,4","RT,8","TE,6",,
14,"DE1,11","DT1,7","DT2,13","DE2,3","OLB,0","LB1,1","LB2,5","SAF,2",,,
15,"QB,17","RB,15","WR1,2","WR2,1","WR3,0","LT,16","LG,18","C,19","RG,21","RT,20","TE,12"
15,"DE1,14","DT,13","DE2,11","LB1,5","LB2,8","LB3,10","SAF,9","CB1,6","CB2,3","SAF1,4","SAF2,7"
17,"QB,21","RB,14","FB,17","WR1,0","WR2,2","WR3,8","LT,12","LG,20","C,19","RG,13","RT,16"
17,"DE1,4","DT,6","DE2,3","OLB1,7","OLB2,1","LB1,15","LB2,10","CB1,4","CB2,11","CB3,9","SAF,18"
19,"QB,16","RB,14","WR1,10","WR2,2","WR3,1","LT,19","LG,18","C,20","RG,17","RT,11","TE,6"
19,"DE1,21","DT,13","DE2,12","OLB,0","LB1,3","LB2,5","LB3,8","CB1,7","CB2,4","CB3,9","SAF,15"
21,"QB,18","RB,15","WR1,0","WR2,1","WR3,5","LT,3","LG,21","C,16","RG,20","RT,19","TE,10"
21,"DE1,4","DT1,11","DT2,17","DE2,9","LB1,14","LB2,8","CB1,6","CB2,7","CB3,13","SAF1,2","SAF2,12"
23,"QB,16","RB,18","WR1,14","WR2,8","WR3,1","WR4,6","LT,19","LG,20","C,15","RG,21","RT,12"
23,"DE1,0","DT,2","DE2,9","LB1,13","LB2,7","SAF,11","CB1,17","CB2,3","CB3,5","CB4,4","SAF,10"
25,"QB,13","RB,8","WR1,0","WR2,1","LT,6","LG,18","C,20","RG,15","RT,19","TE,3",
25,"DE1,12","DT,17","DE2,14","OLB1,9","OLB2,16","LB1,7","LB2,2","CB1,4","CB2,5","SAF1,11","SAF2,10"
26,"QB,12","RB,2","LT,5","LG,4","C,[?]","RG,8","RT,10","TE1,10","TE2,6",,
26,"DE1,4","DT,2","DE2,[?]","OLB1,9","OLB2,7","LB1,3","LB2,1","SAF,0",,,
27,"QB,4","RB,0","WR1,5","WR2,1","WR3,2","LT,19","LG,21","C,15","RG,11","RT,13","TE,18"
27,"DE1,7","DT1,16","DT2,14","DE2,6","LB1,20","LB2,12","SAF,9","CB1,17","CB2,10","CB3,3","SAF,8"
29,"QB,7","RB,11","WR1,1","WR2,5","WR3,0","LT,18","LG,20","C,21","RG,9","RT,2","TE,17"
29,"DE1,16","DT1,13","DT2,19","DE2,6","LB1,3","LB2,4","SAF,12","CB1,10","CB2,8","CB3,15","SAF,14"
31,"QB,12","RB,14","WR1,1","WR2,4","WR3,3","LT,10","LG,18","C,16","RG,21","RT,17","TE,8"
31,"DE1,2","DT1,5","DT2,9","DE2,6","LB1,7","LB2,13","SAF,20","CB1,0","CB2,9","CB3,15","SAF,11"
33,"QB,4","RB,8","WR1,0","WR2,1","WR3,7","WR4,6","LT,12","LG,21","C,17","RG,20","RT,18"
33,"DE1,14","DT1,19","DT2,15","DE2,4","LB1,9","LB2,10","CB1,2","CB2,3","CB3,5","CB4,16","SAF,13"
35,"QB,15","RB,16","WR1,10","WR2,2","WR3,1","WR4,0","LT,6","LG,7","C,19","RG,21","RT,8"
35,"DE1,4","DT,17","DE2,9","LB1,14","LB2,12","CB1,13","CB2,15","CB3,3","SAF1,11","SAF2,20","SAF3,18"
37,"QB,20","RB,7","WR1,13","WR2,5","WR3,0","LT,6","LG,11","C,14","RG,[?]","RT,10","TE,3"
37,"DE1,16","DT1,18","DT2,19","DE2,12","LB1,15","LB2,4","SAF,9","CB1,8","CB2,17","CB3,2","SAF,1"
39,"QB,16","RB,18","WR1,4","WR2,2","WR3,0","LT,20","LG,12","C,21","RG,17","RT,13","TE,11"
39,"DE1,1","DT1,13","DT2,6","DE2,3","LB1,8","LB2,7","CB1,14","CB2,9","CB3,15","CB4,5","SAF,10"
41,"QB,14","RB,11","WR1,2","WR2,1","WR3,0","LT,19","LG,18","C,12","RG,20","RT,21","TE,13"
41,"DE1,4","DT1,7","DT2,16","DE2,10","LB1,8","LB2,6","SAF,15","CB1,9","CB2,5","CB3,3","SAF,17"
43,"QB,21","RB,8","WR1,6","WR2,10","WR3,5","LT,13","LG,19","C,17","RG,20","RT,14","TE,16"
43,"DE1,1","DT1,4","DT2,3","DE2,0","LB1,15","LB2,12","CB1,2","CB2,18","CB3,11","SAF1,9","SAF2,7"
45,"QB,8","RB,6","WR1,3","WR2,4","LT,15","LG,18","C,12","RG,[?]","RT,16","TE1,13","TE2,[?]"
45,"DE1,19","DT1,17","DT2,9","DE2,7","OLB,14","LB1,11","LB2,10","CB1,5","CB2,2","CB3,0","SAF,1"
47,"QB,4","RB,14","WR1,0","WR2,1","WR3,5","LT,12","LG,[?]","C,13","RG,16","RT,15","TE,6"
47,"DE1,4","DT1,18","DT2,17","DE2,19","LB1,10","LB2,20","CB1,2","CB2,8","CB3,7","SAF1,3","SAF2,9"
49,"QB,18","RB,21","HB,4","WR1,5","WR2,8","WR3,0","LT,20","LG,17","C,3","RG,19","RT,11"
49,"DE1,1","DT1,7","DT2,9","DE2,2","LB1,12","LB2,10","SAF,14","CB1,13","CB2,16","CB3,6","SAF,15"
51,"QB,17","RB,9","WR1,6","WR2,5","WR3,0","LT,20","LG,18","C,16","RG,15","RT,14",
51,"DE1,3","DT1,19","DT2,12","DE2,8","LB1,10","LB2,7","CB1,11","CB2,13","CB3,1","SAF1,4","SAF2,2"
53,"QB,17","RB,10","WR1,0","WR2,5","WR3,6","LT,16","LG,19","C,18","RG,21","RT,20","TE,7"
53,"DE1,7","DT1,14","DT2,2","DE2,1","LB1,3","LB2,4","SAF,13","CB1,4","CB2,8","CB3,12","SAF,15"
55,"QB,19","RB,6","WR1,13","WR2,10","WR3,5","LT,16","LG,18","C,17","RG,[?]","RT,11","TE,1"
55,"DE1,[?]","DT1,15","DT2,9","DE2,7","LB1,4","LB2,3","CB1,12","CB2,14","CB3,2","SAF1,8","SAF2,0"
