Video Name:,OutAndUp,,,,,,,,,,
Video #,Positions & Player Track ID,,,,,,,,,,
1,"QB,15","RB,13","WR1,12","WR2,18","WR3,9","WR4,5","LT,16","LG,20","C,17","RG,21","RT,19"
1,"DE1,0","DT1,3","DT2,11","DE2,14","LB1,4","LB2,8","CB1,1","CB2,10","CB3,2","CB4,6","SAF,7"
3,"QB,18","RB,19","WR1,1","WR2,6","WR3,0","LT,5","LG,11","C,20","RG,21","RT,15","TE,10"
3,"DE1,16","DT1,7","DT2,14","DE2,2","OLB,8","LB1,4","LB2,9","SAF,17","CB1,12","CB2,13","CB3,2"
5,"QB,10","RB1,21","RB2,11","WR1,2","WR2,1","LT,3","LG,20","C,18","RG,19","RT,9","TE,14"
5,"DE1,16","DT1,17","DT2,13","DE2,0","LB1,15","LB2,4","SAF,6","CB1,7","CB2,12","CB3,5","SAF,8"
6,"QB,16","RB,6","FB,9","LT,1","LG,13","C,15","RG,5","RT,10","TE,8",,
6,"DE1,3","DT,12","DE2,17","OLB,7","LB1,2","LB2,4","SAF,0","CB,14","SAF,11",,
9,"QB,6","RB,11","WR1,1","WR2,8","WR3,2","WR4,0","LT,18","LG,19","C,20","RG,21","RT,10"
9,"DE1,9","DT1,8","DT2,4","DE2,3","LB1,14","LB2,16","CB1,13","CB2,7","CB3,17","SAF1,12","SAF2,15"
11,"QB,8","RB,10","WR1,3","WR2,0","WR3,4","LT,21","LG,19","C,18","RG,16","RT,5","TE,20"
11,"DE1,15","DT,13","DE2,14","OLB,1","LB1,11","LB2,17","CB1,9","CB2,7","CB3,6","CB4,2","SAF,12"
13,"QB,13","RB,11","WR1,4","WR2,1","WR3,0","LT,20","LG,19","C,5","RG,16","RT,7","TE,9"
13,"DE1,18","DT1,21","DT2,16","DE2,10","LB1,6","LB2,14","CB1,12","CB2,17","CB3,8","CB4,2","SAF,3"
14,"QB,1","RB,2","LT,4","LG,8","C,2","RG,13","RT,7","TE,10",,,
14,"DE1,6","DT,11","DE2,8","LB1,0","LB2,9","LB3,3","SAF,12",,,,
16,"QB,[?]","RB,7","WR,0","LT,2","LG,[?]","C,14","RG,10","RT,9",,,
16,"DE1,5","DT,13","DE2,6","OLB,[?]","LB1,11","LB2,1","LB3,12","CB,3","SAF,8",,
18,"QB,4","RB,0","LT,4","LG,6","C,[?]","RG,7","RT,10","TE1,1","TE2,2",,
18,"DE1,13","DT,[?]","DE2,14","OLB1,3","OLB2,9","LB1,8","LB2,5","SAF,2","SAF,12",,
20,"QB,1","RB,10","LT,2","LG,12","C,[?]","RG,15","RT,6","TE1,8","TE2,4",,
20,"DE1,11","DT1,9","DT2,14","DE2,7","LB1,5","LB2,0","LB3,3","SAF,13",,,
23,"QB,19","RB,13","FB,6","WR,0","LT,16","LG,18","C,21","RG,14","RT,9","TE1,7","TE2,11"
23,"DE1,15","DT1,17","DT2,2","DE2,1","OLB,20","LB1,4","LB2,8","CB1,5","CB2,3","SAF1,10","SAF2,12"
25,"QB,10","RB,5","WR1,1","WR2,0","WR3,2","LT,4","LG,13","C,11","RG,20","RT,19","TE,18"
25,"DE1,21","DT1,17","DT2,14","DE2,12","LB1,18","LB2,7","CB1,9","CB2,16","CB3,6","CB4,3","SAF,8"
27,"QB,21","RB,15","WR1,3","WR2,5","WR3,10","WR4,2","LT,7","LG,16","C,20","RG,19","RT,1"
27,"DE1,13","DT1,14","DT2,11","DE2,0","LB1,12","LB2,8","CB1,6","CB2,9","CB3,7","CB4,18","SAF,17"
29,"QB,20","RB,18","WR1,1","WR2,14","WR3,6","WR4,0","LT,5","LG,13","C,19","RG,21","RT,16"
29,"DE1,2","DT1,3","DT2,8","DE2,9","LB1,17","LB2,10","CB1,15","CB2,7","CB3,4","CB4,11","CB5,12"
31,"QB,14","RB,17","WR1,4","WR2,8","WR3,9","LT,7","LG,20","C,15","RG,16","RT,18","TE,19"
31,"DE1,13","DT1,7","DT2,12","DE2,6","LB1,5","LB2,1","CB1,10","CB2,11","CB3,3","CB4,2","CB5,0"
33,"QB,14","RB,0","WR1,4","WR2,5","LT,19","LG,21","C,16","RG,20","RT,13","TE1,17","TE2,10"
33,"DE1,18","DT,15","DE2,12","OLB1,2","OLB2,8","LB1,7","LB2,3","SAF,11","CB1,6","CB2,9","SAF,1"
35,"QB,16","RB,8","WR1,0","WR2,1","LT,20","LG,21","C,19","RG,13","RT,9","TE1,11","TE2,4"
35,"DE1,12","DT1,17","DT2,14","DT3,10","DE2,18","LB1,7","LB2,15","SAF,6","CB1,3","CB2,2","SAF,5"
37,"QB,20","RB,7","FB,4","WR1,6","WR2,0","LT,16","LG,18","C,17","RG,21","RT,19","TE,2"
37,"DE1,11","DT1,13","DT2,15","DT3,14","DE2,5","LB1,9","LB2,12","SAF,3","CB1,8","CB2,1","SAF,10"
39,"QB,21","RB,14","FB,19","WR1,0","WR2,2","WR3,1","LT,4","LG,20","C,11","RG,18","RT,10"
