Video Name:,OutRoutes,,,,,,,,,,,
Video #,Positions & Player Track ID,,,,,,,,,,,
1,"QB,17","RB,10","WR1,0","WR2,11","WR3,19","WR4,15","LT,4","LG,16","C,20","RG,21","RT,14",
1,"DE1,9","DT1,13","DT2,2","DE2,5","LB1,3","LB2,12","SAF,11","CB1,7","CB2,8","SAF1,6","SAF2,18",
2,"QB,12","RB,9","WR1,1","WR2,4","LT,6","LG,7","C,13","RG,4","RT,0","TE,10",,
2,"DE1,8","DT1,14","DT2,7","DE2,2","LB1,3","LB2,11","SAF,5",,,,,
3,"QB,16","RB,14","WR1,0","WR2,1","WR3,13","LT,1","LG,17","C,18","RG,19","RT,20","TE,21",
3,"DE1,5","DT1,9","DT2,10","DE2,15","OLB,2","LB1,6","LB2,7","CB1,8","CB2,13","CB3,4","SAF,12",
5,"QB,18","RB,14","WR1,0","WR2,2","WR3,8","LT,12","LG,21","C,20","RG,17","RT,9","TE,6",
5,"DE1,15","DT,16","DE2,1","LB1,11","LB2,13","SAF,7","CB1,3","CB2,10","SAF1,4","SAF2,19","SAF3,5",
6,"QB,3","RB,6","LT,11","LG,5","C,[?]","RG,13","RT,1","TE,12",,,,
6,"DE1,8","DT,10","DE2,4","LB1,7","LB2,9","SAF1,0","SAF2,2",,,,,
7,"QB,13","RB,15","WR1,14","WR2,5","WR3,3","WR4,2","LT,6","LG,20","C,11","RG,18","RT,19",
7,"DE1,21","DT,1","DE2,7","LB1,9","LB2,17","SAF,12","CB1,0","CB2,4","CB3,8","SAF1,16","SAF2,10",
9,"QB,21","RB,15","WR1,13","WR2,7","WR3,0","WR4,2","LT,18","LG,19","C,17","RG,20","RT,16",
9,"DE1,11","DT1,6","DT2,14","DE2,1","LB1,3","LB2,8","CB1,9","CB2,12","CB3,4","SAF1,10","SAF2,5",
11,"QB,3","WR1,2","WR2,0","WR3,10","WR4,1","WR5,18","LT,19","LG,21","C,17","RG,20","RT,7",
