Video Name:,Dagger,,,,,,,,,,,
Video #,Positions & Player Track ID,,,,,,,,,,,
1,"QB,14","RB,19","WR1,1","WR2,0","LT,3","LG,8","C,11","RG,20","RT,21","TE1,2","TE2,18",
1,"DE1,4","DT,16","DE2,17","OLB,9","LB1,15","LB2,13","CB1,5","CB2,12","CB3,10","SAF1,6","SAF2,7",
2,"QB,2","RB,7","TE1,4","TE2,1","LT,3","LG,15","C,11","RG,14","RT,8",,,
2,"DE1,6","DT1,5","DT2,10","DE2,0","LB1,12","LB2,13","CB1,17","CB2,9","SAF,16",,,
3,"QB,20","RB,10","WR1,1","WR2,5","WR3,0","LT,2","LG,15","C,7","RG,16","RT,19","TE,21",
3,"DE1,9","DT,4","DE2,3","OLB,13","LB1,11","LB2,17","SAF,18","CB1,12","CB2,8","SAF1,14","SAF2,6",
5,"QB,19","RB,14","WR1,2","WR2,7","LT,18","LG,[?]","C,12","RG,9","RT,5","TE1,11","TE2,13",
5,"DE1,15","DT,4","DE2,0","OLB,20","LB1,10","LB2,16","CB1,3","CB2,1","CB3,6","SAF1,17","SAF2,8",
6,"QB,15","RB,5","WR1,14","WR2,9","WR3,0","LT,19","LG,20","C,16","RG,21","RT,18","TE,7",
6,"DE1,12","DT,11","DE2,17","OLB,13","LB1,10","LB2,4","CB1,3","CB2,8","CB3,6","SAF1,2","SAF2,1",
8,"QB,16","RB,4","FB,6","WR1,5","WR2,9","LT,15","LG,21","C,18","RG,20","RT,17","TE,19",
8,"DE1,7","DT,11","DE2,13","OLB,10","LB1,12","LB2,3","LB3,14","CB1,2","CB2,1","SAF1,0","SAF2,8",
10,"QB,21","RB,11","WR1,18","WR2,0","WR3,4","LT,20","LG,19","C,14","RG,15","RT,17","TE,7",
10,"DE1,5","DT,1","DE2,2","OLB,3","LB1,12","LB2,9","LB3,8","CB1,10","CB2,6","SAF1,16","SAF2,13",
12,"QB,18","RB,1","WR1,5","WR2,17","LT,21","LG,20","C,8","RG,19","RT,14","TE1,2","TE2,4",
12,"DE1,6","DT1,12","DT2,0","DE2,5","OLB,10","LB1,7","LB2,9","CB1,11","CB2,16","CB3,15","SAF,13",
14,"QB,25","RB,14","WR1,10","WR2,13","LT,24","LG,28","C,17","RG,27","RT,23","TE,22",,
14,"DE1,12","DT,18","DE2,8","OLB,11","LB1,20","LB2,9","CB1,21","CB2,26","CB3,16","SAF1,15","SAF2,17",
16,"QB,13","RB,9","WR1,5","WR2,2","LT,4","LG,17","C,12","RG,21","RT,18","TE1,14","TE2,19",
16,"DE1,0","DT,3","DE2,1","OLB,6","LB1,8","LB2,16","LB3,20","CB1,7","CB2,10","SAF1,11","SAF2,15",
18,"QB,1","RB,10","WR1,0","WR2,5","WR3,12","LT,13","LG,19","C,15","RG,20","RT,21","TE,17",
18,"DE1,16","DT,18","DE2,8","OLB,9","LB1,2","LB2,14","CB1,6","CB2,4","CB3,3","SAF1,7","SAF2,11",
24,"QB,18","RB,2","WR1,1","WR2,0","LT,17","LG,20","C,12","RG,19","RT,13","TE1,16","TE2,[?]",
24,"DE1,14","DT,15","DE2,8","OLB1,11","OLB2,6","LB1,13","LB2,10","CB1,9","CB2,4","SAF1,7","SAF2,5",
26,"QB,14","RB,3","WR1,6","WR2,0","LT,[?]","LG,[?]","C,17","RG,[?]","RT,[?]","TE,16",,
26,"DE1,15","DT,[?]","DE2,[?]","OLB,7","LB1,13","LB2,5","LB3,1","CB1,8","CB2,4","SAF1,2","SAF2,10",
28,"QB,17","RB,1","WR1,3","WR2,2","LT,16","LG,21","C,19","RG,20","RT,18","TE1,0","TE2,11",
28,"DE1,14","DT1,13","DT2,9","DE2,15","OLB,3","LB1,12","LB2,4","LB3,6","CB1,7","CB2,10","SAF,8",
30,"QB,20","RB,2","FB,4","WR1,7","WR2,0","LT,1","LG,12","C,21","RG,19","RT,17","TE,3",
30,"DE1,5","DT,10","DE2,14","OLB,9","LB1,16","LB2,15","CB1,6","CB2,11","CB3,13","SAF1,18","SAF2,8",
32,"QB,8","RB,0","WR1,1","WR2,4","LT,[?]","LG,[?]","C,13","RG,[?]","RT,[?]","TE1,12","TE2,9",
32,"DE1,[?]","DT1,[?]","DT2,[?]","DE2,2","LB1,14","LB2,11","SAF,2","CB1,3","CB2,5","SAF,6",,
34,"QB,12","RB,0","WR,5","LT,[?]","LG,[?]","C,9","RG,[?]","RT,[?]","TE1,3","TE2,[?]",,
34,"DE1,13","DT1,2","DT2,14","DT3,[?]","DE2,[?]","LB1,10","LB2,7","LB3,1","SAF,8","CB,4","SAF,6",
36,"QB,4","RB,1","WR1,5","WR2,[?]","LT,17","LG,[?]","C,[?]","RG,[?]","RT,[?]","TE1,9","TE2,0",
36,"DE1,10","DT1,15","DT2,16","DE2,14","LB1,13","LB2,12","LB3,6","CB1,7","CB2,9","CB3,3","SAF,8",
38,"QB,4","RB,0","WR1,11","WR2,14","WR3,9","LT,15","LG,[?]","C,[?]","RG,[?]","RT,[?]","TE,12",
38,"DE1,10","DT1,[?]","DT2,7","DE2,13","LB1,5","LB2,2","SAF,1","CB1,3","CB2,8","SAF,7",,
39,"QB,9","RB,15","WR1,0","WR2,1","WR3,2","LT,3","LG,5","C,20","RG,21","RT,8","TE,7",
39,"DE1,17","DT,2","DE2,11","OLB,4","LB1,7","LB2,10","SAF,18","CB1,19","CB2,13","CB3,5","SAF,[?]",
41,"QB,16","RB,0","WR1,1","WR2,14","WR3,4","LT,9","LG,[?]","C,15","RG,[?]","RT,18","TE,10",
41,"DE1,5","DT1,12","DT2,11","DE2,17","OLB,8","LB1,7","LB2,19","LB3,13","CB1,[?]","CB2,[?]","CB3,3","SAF,2"
46,"QB,[?]","RB,3","WR1,1","WR2,5","WR3,6","LT,[?]","LG,2","C,10","RG,[?]","RT,[?]","TE,[?]",
46,"DE1,[?]","DT1,[?]","DT2,[?]","DT3,7","DE2,11","LB,9","CB1,7","CB2,0","CB3,8","CB4,2","SAF,4",
