1,1,945.34,819.43,73.82,124.91,1,1,0.94298
1,2,986.95,546.09,60.69,124.62,1,1,0.93975
1,3,1209.5,831.28,94.22,123.47,1,1,0.93628
1,4,870.22,562.12,55.21,126.52,1,1,0.93441
1,5,1200.99,578.35,73.55,92.32,1,1,0.9309
1,6,1225.15,701.13,82.79,123.24,1,1,0.9309
1,7,1133.09,535.29,73.0,95.21,1,1,0.92271
1,8,394.65,536.99,53.62,121.87,1,1,0.92159
1,9,815.2,451.82,51.62,130.41,1,1,0.92049
1,10,1033.07,163.1,78.15,102.68,1,1,0.91831
1,11,1072.19,473.02,75.53,72.17,1,1,0.91641
1,12,1366.64,490.67,57.37,107.47,1,1,0.91481
1,13,954.7,354.17,94.23,76.23,1,1,0.91314
1,14,353.7,277.21,46.92,118.25,1,1,0.91297
1,15,1108.9,505.65,72.73,83.93,1,1,0.91083
1,16,1326.18,425.16,61.93,124.6,1,1,0.90662
1,17,832.06,364.11,44.36,106.06,1,1,0.9015
1,18,1091.96,434.01,77.18,66.11,1,1,0.9011
1,19,962.76,433.41,73.39,88.41,1,1,0.89484
1,20,974.1,506.31,78.82,77.06,1,1,0.88943
1,21,1103.83,377.1,74.39,74.07,1,1,0.88852
1,22,796.12,134.85,48.0,102.21,1,1,0.87076
1,23,1063.68,522.56,34.97,27.87,1,2,0.74738
2,1,948.04,822.31,74.45,124.79,1,1,0.94273
2,2,986.91,545.9,62.16,125.69,1,1,0.94313
2,3,1211.13,833.41,95.6,123.21,1,1,0.93557
2,4,869.11,562.94,56.59,127.78,1,1,0.93306
2,5,1202.44,578.52,74.28,92.5,1,1,0.93051
2,6,1227.21,702.37,82.73,123.99,1,1,0.93227
2,7,1133.83,535.2,74.66,95.75,1,1,0.92236
2,8,388.72,536.59,53.58,121.33,1,1,0.92127
2,9,813.8,451.74,51.87,130.54,1,1,0.92
2,10,1032.9,160.64,77.93,102.75,1,1,0.91966
2,11,1072.37,472.29,76.67,73.65,1,1,0.91729
2,12,1369.18,489.92,57.34,108.44,1,1,0.91542
2,13,953.56,352.28,95.77,77.86,1,1,0.91609
2,14,349.84,276.39,46.56,117.91,1,1,0.91617
2,15,1109.7,505.73,73.36,84.92,1,1,0.91181
2,16,1327.46,424.86,62.81,124.79,1,1,0.90593
2,17,830.17,362.78,45.14,107.13,1,1,0.90308
2,18,1092.97,432.99,78.82,67.14,1,1,0.90343
2,19,962.66,433.22,74.49,89.8,1,1,0.89573
2,20,973.42,506.4,81.13,76.67,1,1,0.89352
2,21,1104.28,376.48,74.71,70.7,1,1,0.8864
2,22,797.54,133.51,47.92,102.02,1,1,0.87969
2,23,1063.03,522.18,35.23,28.66,1,2,0.7419
3,1,949.75,825.33,75.38,125.26,1,1,0.94078
3,2,987.45,545.42,62.84,127.26,1,1,0.94512
3,3,1212.63,834.97,97.47,124.76,1,1,0.93737
3,4,868.31,564.49,56.35,127.26,1,1,0.93508
3,5,1204.08,579.3,75.43,92.1,1,1,0.93099
3,6,1229.43,703.62,82.53,124.42,1,1,0.93358
3,7,1135.58,535.01,74.57,96.13,1,1,0.92225
3,8,381.49,536.92,54.03,122.85,1,1,0.92458
3,9,812.37,451.45,52.0,130.8,1,1,0.92127
3,10,1033.84,158.07,78.02,103.43,1,1,0.92222
3,11,1073.22,472.09,76.7,73.53,1,1,0.91614
3,12,1372.0,489.58,57.72,108.94,1,1,0.91558
3,13,952.89,351.04,96.95,78.38,1,1,0.91739
3,14,346.09,274.86,46.17,118.23,1,1,0.91352
3,15,1110.05,505.5,73.69,85.9,1,1,0.91344
3,16,1329.73,424.91,63.19,124.69,1,1,0.90295
3,17,829.26,361.81,45.3,107.33,1,1,0.90352
3,18,1093.44,431.89,79.39,67.94,1,1,0.90427
3,19,962.46,433.07,75.35,89.55,1,1,0.89428
3,20,973.73,506.44,81.64,76.0,1,1,0.88796
3,21,1105.39,375.55,74.62,70.78,1,1,0.88794
3,22,798.61,130.54,48.24,102.78,1,1,0.87943
3,23,1063.3,521.82,35.55,28.98,1,2,0.73125
4,1,952.97,828.09,75.39,126.57,1,1,0.9416
4,2,988.22,545.66,63.99,128.54,1,1,0.94575
4,3,1213.42,838.21,99.01,125.28,1,1,0.93639
4,4,867.76,565.84,56.77,127.42,1,1,0.93779
4,5,1205.56,579.81,76.44,92.88,1,1,0.93019
4,6,1231.52,704.99,82.9,125.46,1,1,0.93297
4,7,1137.41,534.97,74.79,97.19,1,1,0.9207
4,8,373.84,536.71,54.65,123.97,1,1,0.92742
4,9,810.59,450.33,52.93,131.29,1,1,0.92406
4,10,1034.43,155.24,78.62,104.72,1,1,0.92227
4,11,1074.29,471.53,76.75,74.35,1,1,0.91599
4,12,1375.37,489.52,58.38,109.99,1,1,0.91808
4,13,952.26,350.21,98.59,78.8,1,1,0.91835
4,14,341.36,272.92,47.01,120.38,1,1,0.91441
4,15,1111.32,505.36,74.1,86.42,1,1,0.91513
4,16,1332.49,424.71,64.45,124.94,1,1,0.9047
4,17,828.04,360.65,45.99,107.9,1,1,0.90431
4,18,1094.69,431.13,80.27,68.57,1,1,0.90889
4,19,962.7,432.67,76.65,94.09,1,1,0.90607
4,20,974.09,506.99,83.09,74.93,1,1,0.89146
4,21,1106.54,374.54,75.41,71.99,1,1,0.88876
4,22,801.29,127.17,47.5,102.95,1,1,0.87741
4,23,1064.69,521.85,36.28,29.48,1,2,0.74878
5,1,956.7,830.34,75.61,127.17,1,1,0.94205
5,2,989.12,546.88,64.8,128.59,1,1,0.94685
5,3,1215.23,840.53,99.45,125.65,1,1,0.93735
5,4,866.85,566.61,56.96,127.65,1,1,0.93757
5,5,1207.28,579.98,77.26,93.57,1,1,0.92883
5,6,1233.04,706.03,84.35,126.6,1,1,0.93154
5,7,1139.01,535.23,75.29,97.61,1,1,0.9217
5,8,366.54,536.82,55.69,124.72,1,1,0.93027
5,9,809.35,449.79,53.27,131.18,1,1,0.92449
5,10,1035.9,152.36,78.73,105.15,1,1,0.92079
5,11,1075.38,470.87,77.38,75.11,1,1,0.91797
5,12,1378.54,489.12,58.89,110.96,1,1,0.92333
5,13,952.04,348.97,99.24,79.04,1,1,0.91876
5,14,335.97,271.18,47.15,121.64,1,1,0.91608
5,15,1112.69,505.34,74.74,86.51,1,1,0.91515
5,16,1336.1,423.82,64.33,125.45,1,1,0.90448
5,17,827.06,359.14,46.15,108.51,1,1,0.90638
5,18,1096.12,430.27,80.04,68.83,1,1,0.90827
5,19,962.87,432.32,77.81,95.88,1,1,0.90507
5,20,974.31,507.43,83.8,74.64,1,1,0.88812
5,21,1107.44,373.83,76.07,71.74,1,1,0.87973
5,22,803.78,124.56,46.78,103.51,1,1,0.88221
5,23,1066.0,522.25,36.96,29.64,1,2,0.74988
6,1,960.2,831.97,75.28,127.76,1,1,0.94073
6,2,989.85,547.14,65.71,129.38,1,1,0.94758
6,3,1217.25,843.3,100.02,126.25,1,1,0.9352
6,4,866.28,567.62,57.58,128.75,1,1,0.93808
6,5,1209.09,579.9,78.02,94.7,1,1,0.92771
6,6,1234.91,706.54,85.5,127.81,1,1,0.93063
6,7,1140.3,534.83,75.97,98.41,1,1,0.92117
6,8,357.83,536.9,57.29,126.2,1,1,0.93091
6,9,807.52,448.26,54.61,132.32,1,1,0.927
6,10,1037.07,148.56,78.87,105.94,1,1,0.91906
6,11,1076.21,469.85,78.16,75.03,1,1,0.91679
6,12,1381.88,488.65,59.46,111.46,1,1,0.91998
6,13,951.76,347.29,99.94,79.31,1,1,0.92031
6,14,330.22,267.68,48.26,123.75,1,1,0.91737
6,15,1113.57,504.48,75.53,86.91,1,1,0.91598
6,16,1339.51,421.96,64.57,127.13,1,1,0.90363
