video_name,frame,actor_track_id,xml_track_id,position,team_side,action,xtl,ytl,xbr,ybr,w,h,source
BootPass_21,0,0,0,Position_Unknown,Team_Unknown,Action_PreSnap,919.78,843.53,1001.39,955.62,81.61000000000001,112.09000000000003,xml_geometry_csv_action
BootPass_21,0,1,1,Position_Unknown,Team_Unknown,Action_PreSnap,1009.0,156.99,1054.92,239.1,45.92000000000007,82.10999999999999,xml_geometry_csv_action
BootPass_21,0,10,10,Position_Unknown,Team_Unknown,Action_PreSnap,632.96,188.94,701.66,271.17,68.69999999999993,82.23000000000002,xml_geometry_csv_action
BootPass_21,0,11,11,Position_Unknown,Team_Unknown,Action_PreSnap,855.43,467.1,924.48,532.31,69.05000000000007,65.20999999999992,xml_geometry_csv_action
BootPass_21,0,12,12,Position_Unknown,Team_Unknown,Action_PreSnap,1181.02,405.45,1224.73,503.28,43.710000000000036,97.82999999999998,xml_geometry_csv_action
BootPass_21,0,13,13,Position_Unknown,Team_Unknown,Action_PreSnap,819.08,291.32,867.51,371.61,48.42999999999995,80.29000000000002,xml_geometry_csv_action
BootPass_21,0,14,14,Position_Unknown,Team_Unknown,Action_PreSnap,817.75,368.51,887.3,430.63,69.54999999999995,62.120000000000005,xml_geometry_csv_action
BootPass_21,0,15,15,Position_Unknown,Team_Unknown,Action_PreSnap,767.28,418.66,826.91,476.97,59.629999999999995,58.31,xml_geometry_csv_action
BootPass_21,0,16,16,Position_Unknown,Team_Unknown,Action_PreSnap,756.1,469.2,807.87,544.9,51.76999999999998,75.69999999999999,xml_geometry_csv_action
BootPass_21,0,17,17,Position_Unknown,Team_Unknown,Action_PreSnap,834.86,421.08,901.94,481.09,67.08000000000004,60.00999999999999,xml_geometry_csv_action
BootPass_21,0,18,18,Position_Unknown,Team_Unknown,Action_PreSnap,1096.75,229.31,1137.08,321.67,40.32999999999993,92.36000000000001,xml_geometry_csv_action
BootPass_21,0,19,19,Position_Unknown,Team_Unknown,Action_PreSnap,565.81,404.34,613.17,491.05,47.360000000000014,86.71000000000004,xml_geometry_csv_action
BootPass_21,0,2,2,Position_Unknown,Team_Unknown,Action_PreSnap,623.71,236.71,687.81,329.03,64.09999999999991,92.31999999999996,xml_geometry_csv_action
BootPass_21,0,20,20,Position_Unknown,Team_Unknown,Action_PreSnap,731.02,396.62,789.23,459.67,58.210000000000036,63.05000000000001,xml_geometry_csv_action
