video_name,frame,actor_track_id,xml_track_id,position,team_side,action,xtl,ytl,xbr,ybr,w,h,source
BootPass_24,0,0,0,Position_Unknown,Team_Unknown,Action_PreSnap,0.13,524.56,91.88,728.41,91.75,203.85000000000002,xml_geometry_csv_action
BootPass_24,0,1,1,Position_Unknown,Team_Unknown,Action_PreSnap,213.17,411.99,338.04,645.65,124.87000000000003,233.65999999999997,xml_geometry_csv_action
BootPass_24,0,10,10,Position_Unknown,Team_Unknown,Action_PreSnap,1759.09,488.86,1844.24,701.8,85.15000000000009,212.93999999999994,xml_geometry_csv_action
BootPass_24,0,11,11,Position_Unknown,Team_Unknown,Action_PreSnap,885.29,398.16,988.57,616.4,103.28000000000009,218.23999999999995,xml_geometry_csv_action
BootPass_24,0,12,12,Position_Unknown,Team_Unknown,Action_PreSnap,424.64,564.39,510.47,709.6,85.83000000000004,145.21000000000004,xml_geometry_csv_action
BootPass_24,0,13,13,Position_Unknown,Team_Unknown,Action_PreSnap,1105.88,550.19,1198.58,702.41,92.69999999999982,152.2199999999999,xml_geometry_csv_action
BootPass_24,0,14,14,Position_Unknown,Team_Unknown,Action_PreSnap,1275.52,512.72,1387.98,685.38,112.46000000000004,172.65999999999997,xml_geometry_csv_action
BootPass_24,0,15,15,Position_Unknown,Team_Unknown,Action_PreSnap,937.81,537.18,1038.41,691.23,100.60000000000014,154.05000000000007,xml_geometry_csv_action
BootPass_24,0,16,16,Position_Unknown,Team_Unknown,Action_PreSnap,1524.92,506.52,1617.7,700.78,92.77999999999997,194.26,xml_geometry_csv_action
BootPass_24,0,17,17,Position_Unknown,Team_Unknown,Action_PreSnap,0.0,623.31,22.39,861.25,22.39,237.94000000000005,xml_geometry_csv_action
BootPass_24,0,2,2,Position_Unknown,Team_Unknown,Action_PreSnap,440.02,577.46,571.07,774.65,131.05000000000007,197.18999999999994,xml_geometry_csv_action
BootPass_24,0,3,3,Position_Unknown,Team_Unknown,Action_PreSnap,542.85,511.03,667.21,683.32,124.36000000000001,172.29000000000008,xml_geometry_csv_action
BootPass_24,0,4,4,Position_Unknown,Team_Unknown,Action_PreSnap,1491.32,601.09,1599.55,867.51,108.23000000000002,266.41999999999996,xml_geometry_csv_action
BootPass_24,0,5,5,Position_Unknown,Team_Unknown,Action_PreSnap,696.95,528.12,829.5,689.24,132.54999999999995,161.12,xml_geometry_csv_action
BootPass_24,0,6,6,Position_Unknown,Team_Unknown,Action_PreSnap,1020.7,571.05,1177.02,783.72,156.31999999999994,212.67000000000007,xml_geometry_csv_action
BootPass_24,0,7,7,Position_Unknown,Team_Unknown,Action_PreSnap,290.03,529.56,437.05,684.94,147.02000000000004,155.3800000000001,xml_geometry_csv_action
BootPass_24,0,8,8,Position_Unknown,Team_Unknown,Action_PreSnap,774.09,562.62,901.16,724.37,127.06999999999994,161.75,xml_geometry_csv_action
BootPass_24,0,9,9,Position_Unknown,Team_Unknown,Action_PreSnap,1190.01,568.16,1289.56,731.67,99.54999999999995,163.51,xml_geometry_csv_action
BootPass_24,1,0,0,Position_Unknown,Team_Unknown,Action_PreSnap,0.11,524.47,92.52,728.11,92.41,203.64,xml_geometry_csv_action
BootPass_24,1,1,1,Position_Unknown,Team_Unknown,Action_PreSnap,213.53,412.04,337.96,645.71,124.42999999999998,233.67000000000002,xml_geometry_csv_action
BootPass_24,1,10,10,Position_Unknown,Team_Unknown,Action_PreSnap,1759.32,488.75,1844.49,701.97,85.17000000000007,213.22000000000003,xml_geometry_csv_action
BootPass_24,1,11,11,Position_Unknown,Team_Unknown,Action_PreSnap,885.5,399.27,988.9,616.39,103.39999999999998,217.12,xml_geometry_csv_action
BootPass_24,1,12,12,Position_Unknown,Team_Unknown,Action_PreSnap,424.59,564.5,511.1,709.89,86.51000000000005,145.39,xml_geometry_csv_action
BootPass_24,1,13,13,Position_Unknown,Team_Unknown,Action_PreSnap,1104.75,550.0,1197.69,701.84,92.94000000000005,151.84000000000003,xml_geometry_csv_action
BootPass_24,1,14,14,Position_Unknown,Team_Unknown,Action_PreSnap,1275.09,512.54,1388.11,685.38,113.01999999999998,172.84000000000003,xml_geometry_csv_action
BootPass_24,1,15,15,Position_Unknown,Team_Unknown,Action_PreSnap,937.83,537.03,1038.32,690.94,100.4899999999999,153.91000000000008,xml_geometry_csv_action
BootPass_24,1,16,16,Position_Unknown,Team_Unknown,Action_PreSnap,1524.82,506.34,1617.81,701.57,92.99000000000001,195.23000000000008,xml_geometry_csv_action
BootPass_24,1,17,17,Position_Unknown,Team_Unknown,Action_PreSnap,0.0,622.48,22.04,859.22,22.04,236.74,xml_geometry_csv_action
BootPass_24,1,2,2,Position_Unknown,Team_Unknown,Action_PreSnap,439.88,577.02,570.97,774.58,131.09000000000003,197.56000000000006,xml_geometry_csv_action
BootPass_24,1,3,3,Position_Unknown,Team_Unknown,Action_PreSnap,543.12,510.94,666.89,683.23,123.76999999999998,172.29000000000002,xml_geometry_csv_action
BootPass_24,1,4,4,Position_Unknown,Team_Unknown,Action_PreSnap,1491.24,601.54,1598.67,867.33,107.43000000000006,265.7900000000001,xml_geometry_csv_action
BootPass_24,1,5,5,Position_Unknown,Team_Unknown,Action_PreSnap,696.49,528.03,829.55,689.41,133.05999999999995,161.38,xml_geometry_csv_action
BootPass_24,1,6,6,Position_Unknown,Team_Unknown,Action_PreSnap,1021.15,571.24,1176.66,783.59,155.5100000000001,212.35000000000002,xml_geometry_csv_action
BootPass_24,1,7,7,Position_Unknown,Team_Unknown,Action_PreSnap,289.84,529.5,437.08,684.76,147.24,155.26,xml_geometry_csv_action
BootPass_24,1,8,8,Position_Unknown,Team_Unknown,Action_PreSnap,774.05,562.68,901.17,724.16,127.12,161.48000000000002,xml_geometry_csv_action
BootPass_24,1,9,9,Position_Unknown,Team_Unknown,Action_PreSnap,1189.63,568.55,1289.34,731.5,99.70999999999981,162.95000000000005,xml_geometry_csv_action
BootPass_24,2,0,0,Position_Unknown,Team_Unknown,Action_PreSnap,0.15,524.27,92.75,728.01,92.6,203.74,xml_geometry_csv_action
BootPass_24,2,1,1,Position_Unknown,Team_Unknown,Action_PreSnap,213.91,411.78,338.28,645.94,124.36999999999998,234.16000000000008,xml_geometry_csv_action
BootPass_24,2,10,10,Position_Unknown,Team_Unknown,Action_PreSnap,1759.74,488.81,1844.51,702.01,84.76999999999998,213.2,xml_geometry_csv_action
BootPass_24,2,11,11,Position_Unknown,Team_Unknown,Action_PreSnap,885.6,399.77,989.26,615.86,103.65999999999997,216.09000000000003,xml_geometry_csv_action
BootPass_24,2,12,12,Position_Unknown,Team_Unknown,Action_PreSnap,424.71,564.51,511.89,710.04,87.18,145.52999999999997,xml_geometry_csv_action
BootPass_24,2,13,13,Position_Unknown,Team_Unknown,Action_PreSnap,1105.25,549.66,1198.41,702.63,93.16000000000008,152.97000000000003,xml_geometry_csv_action
BootPass_24,2,14,14,Position_Unknown,Team_Unknown,Action_PreSnap,1275.43,512.05,1388.73,685.2,113.29999999999995,173.1500000000001,xml_geometry_csv_action
